id_loc_image,s2path,plumepath,cloudmaskpath,ch4path,location_name_short,wind_u,wind_v,wind_speed,vza,sza,percentage_clear,tile,isplume,ch4_fluxrate,ch4_fluxrate_std,satellite,tile_date,notified,id_location,last_update,location_name,country,lon,lat,offshore,sector,monitoring,observability,background_image_tile,crs,transform_a,transform_b,transform_c,transform_d,transform_e,transform_f,width,height,window_row_off,window_col_off,window_height,window_width,footprint,plume,percent_overlap,year,year_month,isplumeneg,split_name
681256b9-41d5-4d9d-9063-d5fa17773661,/media/disk/databases/MARS_CH4/marss2l_20250302/model_data_all/b82be820-fe9c-411a-af20-82cf162760a7_681256b9-41d5-4d9d-9063-d5fa17773661_s2.npy,/media/disk/databases/MARS_CH4/marss2l_20250302/model_data_all/b82be820-fe9c-411a-af20-82cf162760a7_681256b9-41d5-4d9d-9063-d5fa17773661_label.npy,/media/disk/databases/MARS_CH4/marss2l_20250302/model_data_all/b82be820-fe9c-411a-af20-82cf162760a7_681256b9-41d5-4d9d-9063-d5fa17773661_cloudmask.npy,/media/disk/databases/MARS_CH4/marss2l_20250302/model_data_all/b82be820-fe9c-411a-af20-82cf162760a7_681256b9-41d5-4d9d-9063-d5fa17773661_ch4.npy,A10,-0.889798033027668,-2.1423118148830183,2.31975008390285,5.33320245154694,36.4818222994765,99.95098519752965,S2B_MSIL1C_20241006T100029_N0511_R122_T32RNS_20241006T123445,True,4651.183977218502,1471.3221822116975,S2B,2024-10-06 10:00:29+00:00,True,b82be820-fe9c-411a-af20-82cf162760a7,2024-10-22T08:18:03.837781+00:00,A_10,Algeria,9.783133,28.087894,False,Oil and Gas,True,clear,S2A_MSIL1C_20240921T100031_N0511_R122_T32RNS_20240921T120138,EPSG:32632,10.0,0.0,575940.0,0.0,-10.0,3108180.0,200,200,99.0,65.0,72.0,34.0,"POLYGON ((9.772934575210368 28.09701036650939, 9.7728039936767 28.07877712456095, 9.793361656935707 28.078659822542846, 9.7934957112434 28.09689297500473, 9.772934575210368 28.09701036650939))","MULTIPOLYGON (((9.782029 28.087842, 9.78162 28.087573, 9.781414 28.087213, 9.781412 28.086852, 9.781102 28.086313, 9.781094 28.085229, 9.780684 28.08478, 9.780682 28.08451, 9.780478 28.084421, 9.780374 28.08406, 9.780169 28.083971, 9.779649 28.082439, 9.779848 28.081806, 9.780255 28.081714, 9.780355 28.081533, 9.781068 28.081529, 9.781273 28.081708, 9.781582 28.082338, 9.781373 28.083103, 9.78134 28.083775, 9.781469 28.084153, 9.781877 28.084646, 9.782209 28.085469, 9.782327 28.085914, 9.782317 28.086378, 9.782542 28.086946, 9.782943 28.087566, 9.782742 28.087838, 9.782029 28.087842)))",0.9999999999999998,2024,2024-10,False,test_2023
37ecaefe-619e-4dc7-90f1-d57bd48dbf0f,/media/disk/databases/MARS_CH4/marss2l_20250302/model_data_all/b82be820-fe9c-411a-af20-82cf162760a7_37ecaefe-619e-4dc7-90f1-d57bd48dbf0f_s2.npy,/media/disk/databases/MARS_CH4/marss2l_20250302/model_data_all/b82be820-fe9c-411a-af20-82cf162760a7_37ecaefe-619e-4dc7-90f1-d57bd48dbf0f_label.npy,/media/disk/databases/MARS_CH4/marss2l_20250302/model_data_all/b82be820-fe9c-411a-af20-82cf162760a7_37ecaefe-619e-4dc7-90f1-d57bd48dbf0f_cloudmask.npy,/media/disk/databases/MARS_CH4/marss2l_20250302/model_data_all/b82be820-fe9c-411a-af20-82cf162760a7_37ecaefe-619e-4dc7-90f1-d57bd48dbf0f_ch4.npy,A10,-2.1383582636073637,5.682659005361127,6.071671057851356,0.002496,0.007408,100.0,LC08_L1TP_190040_20240616_20240616_02_RT,True,9639.58562343052,3964.424919968837,LC08,2024-06-16 09:49:55.718000+00:00,True,b82be820-fe9c-411a-af20-82cf162760a7,2024-06-26T12:13:14.215999+00:00,A_10,Algeria,9.783133,28.087894,False,Oil and Gas,True,clear,LC08_L1TP_190040_20240531_20240531_02_RT,EPSG:32632,10.0,0.0,575955.0,0.0,-10.0,3108175.0,200,200,15.0,88.0,82.0,25.0,"POLYGON ((9.772884004508253 28.09705578498637, 9.772752139074154 28.07864201554662, 9.793818627709522 28.078521779456672, 9.793954087103161 28.096935456262926, 9.772884004508253 28.09705578498637))","MULTIPOLYGON (((9.782459 28.090423, 9.782716 28.089211, 9.782802 28.088378, 9.783746 28.088151, 9.78396 28.089249, 9.784217 28.090953, 9.784475 28.092316, 9.784432 28.093528, 9.783788 28.095156, 9.782802 28.095383, 9.78293 28.09402, 9.782716 28.093339, 9.782201 28.092203, 9.782416 28.09118, 9.782459 28.090423)))",1.0000000000000002,2024,2024-06,False,test_2023
ea782bfb-21b6-46c5-a6ed-d3b8ef8815a0,/media/disk/databases/MARS_CH4/marss2l_20250302/model_data_all/b82be820-fe9c-411a-af20-82cf162760a7_ea782bfb-21b6-46c5-a6ed-d3b8ef8815a0_s2.npy,/media/disk/databases/MARS_CH4/marss2l_20250302/model_data_all/b82be820-fe9c-411a-af20-82cf162760a7_ea782bfb-21b6-46c5-a6ed-d3b8ef8815a0_label.npy,/media/disk/databases/MARS_CH4/marss2l_20250302/model_data_all/b82be820-fe9c-411a-af20-82cf162760a7_ea782bfb-21b6-46c5-a6ed-d3b8ef8815a0_cloudmask.npy,/media/disk/databases/MARS_CH4/marss2l_20250302/model_data_all/b82be820-fe9c-411a-af20-82cf162760a7_ea782bfb-21b6-46c5-a6ed-d3b8ef8815a0_ch4.npy,A10,-1.87677145743578,3.768559306014849,4.210024981683213,5.40032435333179,16.3245419290492,100.0,S2A_MSIL1C_20240613T100031_N0510_R122_T32RNS_20240613T134114,True,7756.500082622682,2941.195047508347,S2A,2024-06-13 10:00:31+00:00,True,b82be820-fe9c-411a-af20-82cf162760a7,2024-06-18T12:23:56.763870+00:00,A_10,Algeria,9.783133,28.087894,False,Oil and Gas,True,clear,S2A_MSIL1C_20240603T100031_N0510_R122_T32RNS_20240603T134002,EPSG:32632,10.0,0.0,575940.0,0.0,-10.0,3108180.0,200,200,0.0,62.0,101.0,46.0,"POLYGON ((9.772934575210368 28.09701036650939, 9.7728039936767 28.07877712456095, 9.793361656935707 28.07865982254285, 9.7934957112434 28.09689297500473, 9.772934575210368 28.09701036650939))","MULTIPOLYGON (((9.781389 28.090856, 9.781646 28.090288, 9.781861 28.089796, 9.781818 28.089134, 9.781989 28.088622, 9.782268 28.088187, 9.782633 28.087903, 9.783105 28.087865, 9.783362 28.088244, 9.783083 28.088774, 9.78304 28.089436, 9.783148 28.090061, 9.783384 28.090705, 9.783663 28.091424, 9.783856 28.092522, 9.783642 28.093299, 9.783234 28.093905, 9.783106 28.094794, 9.783041 28.095571, 9.782312 28.096195, 9.78154 28.096422, 9.780896 28.096934, 9.779888 28.097104, 9.779352 28.096915, 9.779759 28.096063, 9.780596 28.09523, 9.781132 28.094472, 9.780896 28.093867, 9.780896 28.09309, 9.781154 28.092314, 9.781239 28.091784, 9.781154 28.091292, 9.781389 28.090856)))",0.9957734342423944,2024,2024-06,False,test_2023
101031f1-3f77-4029-9172-fee5b35a6e5f,/media/disk/databases/MARS_CH4/marss2l_20250302/model_data_all/b82be820-fe9c-411a-af20-82cf162760a7_101031f1-3f77-4029-9172-fee5b35a6e5f_s2.npy,/media/disk/databases/MARS_CH4/marss2l_20250302/model_data_all/b82be820-fe9c-411a-af20-82cf162760a7_101031f1-3f77-4029-9172-fee5b35a6e5f_label.npy,/media/disk/databases/MARS_CH4/marss2l_20250302/model_data_all/b82be820-fe9c-411a-af20-82cf162760a7_101031f1-3f77-4029-9172-fee5b35a6e5f_cloudmask.npy,/media/disk/databases/MARS_CH4/marss2l_20250302/model_data_all/b82be820-fe9c-411a-af20-82cf162760a7_101031f1-3f77-4029-9172-fee5b35a6e5f_ch4.npy,A10,1.6789920351225796,0.4281211505435842,1.7327152026654074,7.48169994354248,21.447999954223636,98.79705947872576,S2A_MSIL1C_20240424T100031_N0510_R122_T32RNS_20240424T134008,True,7360.764591660252,2060.424521423252,S2A,2024-04-24 10:00:31+00:00,False,b82be820-fe9c-411a-af20-82cf162760a7,2024-04-29T10:54:14.623875+00:00,A_10,Algeria,9.783133,28.087894,False,Oil and Gas,True,clear,S2A_MSIL1C_20240414T100031_N0510_R122_T32RNS_20240414T134137,EPSG:32632,10.0,0.0,575930.0,0.0,-10.0,3108190.0,200,200,77.0,84.0,43.0,47.0,"POLYGON ((9.772934575210368 28.09701036650939, 9.772804639819519 28.078867388255716, 9.793260549872883 28.078750674083004, 9.793393923747134 28.09689356373962, 9.772934575210368 28.09701036650939))","MULTIPOLYGON (((9.782531 28.087855, 9.781909 28.088272, 9.781501 28.088613, 9.781458 28.089333, 9.782016 28.089617, 9.783347 28.089882, 9.78442 28.08992, 9.785299 28.089957, 9.786072 28.089484, 9.785879 28.088613, 9.785643 28.087534, 9.785278 28.086682, 9.784484 28.086265, 9.78369 28.086284, 9.783068 28.086625, 9.783282 28.087174, 9.783776 28.087553, 9.78354 28.088121, 9.782875 28.088234, 9.782531 28.087855)))",1.0000000000000002,2024,2024-04,False,test_2023
6f3f6c8b-069e-4540-9dae-e133c823dd11,/media/disk/databases/MARS_CH4/marss2l_20250302/model_data_all/8494b815-a6b7-42d3-8a8f-ae55c5cc6dc2_6f3f6c8b-069e-4540-9dae-e133c823dd11_s2.npy,/media/disk/databases/MARS_CH4/marss2l_20250302/model_data_all/8494b815-a6b7-42d3-8a8f-ae55c5cc6dc2_6f3f6c8b-069e-4540-9dae-e133c823dd11_label.npy,/media/disk/databases/MARS_CH4/marss2l_20250302/model_data_all/8494b815-a6b7-42d3-8a8f-ae55c5cc6dc2_6f3f6c8b-069e-4540-9dae-e133c823dd11_cloudmask.npy,/media/disk/databases/MARS_CH4/marss2l_20250302/model_data_all/8494b815-a6b7-42d3-8a8f-ae55c5cc6dc2_6f3f6c8b-069e-4540-9dae-e133c823dd11_ch4.npy,A11,-0.8986586786484332,-2.1327230267820507,2.31432386015366,5.33320245154694,36.4818222994765,99.50249975492598,S2B_MSIL1C_20241006T100029_N0511_R122_T32RNS_20241006T123445,True,6085.797096480749,1922.910452743777,S2B,2024-10-06 10:00:29+00:00,True,8494b815-a6b7-42d3-8a8f-ae55c5cc6dc2,2024-10-22T08:18:02.489006+00:00,A_11,Algeria,9.80724,28.074687,False,Oil and Gas,True,clear,S2A_MSIL1C_20240921T100031_N0511_R122_T32RNS_20240921T120138,EPSG:32632,10.0,0.0,578320.0,0.0,-10.0,3106730.0,200,200,98.0,51.0,99.0,52.0,"POLYGON ((9.797063374957666 28.083783592858456, 9.796928792034677 28.06555042137425, 9.817483816699285 28.06542955810915, 9.817621869962034 28.083662637361574, 9.797063374957666 28.083783592858456))","MULTIPOLYGON (((9.807122 28.074726, 9.806746 28.074716, 9.80607 28.074356, 9.805566 28.073949, 9.80533 28.073438, 9.805287 28.073097, 9.804912 28.072728, 9.805083 28.071621, 9.805115 28.071128, 9.80445 28.070835, 9.803477 28.070296, 9.80317 28.070118, 9.802759 28.069488, 9.802548 28.068497, 9.802337 28.068061, 9.802401 28.067266, 9.802905 28.066556, 9.803485 28.066177, 9.804482 28.065969, 9.804955 28.066054, 9.80548 28.066395, 9.805789 28.066492, 9.806096 28.06667, 9.806457 28.067531, 9.806515 28.068293, 9.80622 28.069648, 9.805963 28.071062, 9.806296 28.071554, 9.806339 28.072046, 9.806221 28.073012, 9.806381 28.073646, 9.806993 28.074053, 9.80739 28.074423, 9.807122 28.074726)))",0.9999999999999999,2024,2024-10,False,test_2023
ecec79a9-95df-47eb-b7c0-8c2746807afa,/media/disk/databases/MARS_CH4/marss2l_20250302/model_data_all/8494b815-a6b7-42d3-8a8f-ae55c5cc6dc2_ecec79a9-95df-47eb-b7c0-8c2746807afa_s2.npy,/media/disk/databases/MARS_CH4/marss2l_20250302/model_data_all/8494b815-a6b7-42d3-8a8f-ae55c5cc6dc2_ecec79a9-95df-47eb-b7c0-8c2746807afa_label.npy,/media/disk/databases/MARS_CH4/marss2l_20250302/model_data_all/8494b815-a6b7-42d3-8a8f-ae55c5cc6dc2_ecec79a9-95df-47eb-b7c0-8c2746807afa_cloudmask.npy,/media/disk/databases/MARS_CH4/marss2l_20250302/model_data_all/8494b815-a6b7-42d3-8a8f-ae55c5cc6dc2_ecec79a9-95df-47eb-b7c0-8c2746807afa_ch4.npy,A11,-2.162343174143872,5.642525455544341,6.04266675559992,0.001424,0.052944,99.3278722957362,LC08_L1TP_190040_20240616_20240616_02_RT,True,6955.373256372095,2867.4727467314688,LC08,2024-06-16 09:49:55.718000+00:00,True,8494b815-a6b7-42d3-8a8f-ae55c5cc6dc2,2024-06-26T12:13:15.780332+00:00,A_11,Algeria,9.80724,28.074687,False,Oil and Gas,True,clear,LC09_L1TP_190040_20240608_20240608_02_T1,EPSG:32632,10.0,0.0,578325.0,0.0,-10.0,3106725.0,200,200,0.0,58.0,102.0,48.0,"POLYGON ((9.796911712048612 28.083919874183827, 9.79677382491081 28.06523538563212, 9.817837575073046 28.06511151672988, 9.8179791064585 28.083795908415308, 9.796911712048612 28.083919874183827))","MULTIPOLYGON (((9.805681 28.078022, 9.805788 28.077226, 9.806324 28.076829, 9.806775 28.076355, 9.806689 28.075693, 9.806625 28.074878, 9.807054 28.074538, 9.807633 28.074841, 9.807783 28.07556, 9.807783 28.076507, 9.807504 28.077643, 9.807011 28.078817, 9.806667 28.079384, 9.806324 28.080236, 9.805873 28.081032, 9.805723 28.082433, 9.805251 28.08355, 9.804071 28.083796, 9.803364 28.083493, 9.803149 28.082925, 9.803385 28.081997, 9.803557 28.081221, 9.803943 28.080407, 9.804565 28.080028, 9.804929 28.07946, 9.805466 28.07876, 9.805681 28.078022)))",1.0,2024,2024-06,False,test_2023
13b81154-4827-4106-b908-68697aa358cf,/media/disk/databases/MARS_CH4/marss2l_20250302/model_data_all/8494b815-a6b7-42d3-8a8f-ae55c5cc6dc2_13b81154-4827-4106-b908-68697aa358cf_s2.npy,/media/disk/databases/MARS_CH4/marss2l_20250302/model_data_all/8494b815-a6b7-42d3-8a8f-ae55c5cc6dc2_13b81154-4827-4106-b908-68697aa358cf_label.npy,/media/disk/databases/MARS_CH4/marss2l_20250302/model_data_all/8494b815-a6b7-42d3-8a8f-ae55c5cc6dc2_13b81154-4827-4106-b908-68697aa358cf_cloudmask.npy,/media/disk/databases/MARS_CH4/marss2l_20250302/model_data_all/8494b815-a6b7-42d3-8a8f-ae55c5cc6dc2_13b81154-4827-4106-b908-68697aa358cf_ch4.npy,A11,-1.9122586728250768,3.698548963365608,4.163651962665413,5.40032435333179,16.3245419290492,99.50985197529654,S2A_MSIL1C_20240613T100031_N0510_R122_T32RNS_20240613T134114,True,6741.643224936855,2549.7561391052845,S2A,2024-06-13 10:00:31+00:00,True,8494b815-a6b7-42d3-8a8f-ae55c5cc6dc2,2024-06-18T12:23:58.423768+00:00,A_11,Algeria,9.80724,28.074687,False,Oil and Gas,True,clear,S2A_MSIL1C_20240603T100031_N0510_R122_T32RNS_20240603T134002,EPSG:32632,10.0,0.0,578320.0,0.0,-10.0,3106730.0,200,200,0.0,60.0,102.0,42.0,"POLYGON ((9.797063374957666 28.083783592858456, 9.796928792034677 28.06555042137425, 9.817483816699285 28.06542955810915, 9.817621869962034 28.083662637361574, 9.797063374957666 28.083783592858456))","MULTIPOLYGON (((9.806124 28.083822, 9.804311 28.083822, 9.803721 28.083747, 9.803378 28.083472, 9.803302 28.082762, 9.803764 28.08227, 9.804681 28.081663, 9.804781 28.081392, 9.804997 28.080898, 9.804933 28.080519, 9.804469 28.080491, 9.804261 28.07995, 9.804558 28.078865, 9.804554 28.078234, 9.80519 28.077622, 9.805266 28.076856, 9.805555 28.076136, 9.80621 28.075388, 9.806435 28.075019, 9.806843 28.074536, 9.807143 28.074527, 9.807368 28.074697, 9.807379 28.075047, 9.806961 28.075701, 9.806628 28.07643, 9.80658 28.07687, 9.806864 28.07721, 9.806832 28.077362, 9.806655 28.077565, 9.806607 28.078162, 9.806274 28.078616, 9.806499 28.079014, 9.806294 28.079577, 9.806304 28.080931, 9.806514 28.081743, 9.806607 28.082658, 9.806961 28.083075, 9.806982 28.083737, 9.806124 28.083822)))",0.9869208130488943,2024,2024-06,False,test_2023
5c906eeb-bd63-4acb-b58a-e10a0a804225,/media/disk/databases/MARS_CH4/marss2l_20250302/model_data_all/86ac9a0a-e1e9-4deb-968f-7d9adddcf553_5c906eeb-bd63-4acb-b58a-e10a0a804225_s2.npy,/media/disk/databases/MARS_CH4/marss2l_20250302/model_data_all/86ac9a0a-e1e9-4deb-968f-7d9adddcf553_5c906eeb-bd63-4acb-b58a-e10a0a804225_label.npy,/media/disk/databases/MARS_CH4/marss2l_20250302/model_data_all/86ac9a0a-e1e9-4deb-968f-7d9adddcf553_5c906eeb-bd63-4acb-b58a-e10a0a804225_cloudmask.npy,/media/disk/databases/MARS_CH4/marss2l_20250302/model_data_all/86ac9a0a-e1e9-4deb-968f-7d9adddcf553_5c906eeb-bd63-4acb-b58a-e10a0a804225_ch4.npy,A12,0.0814668689423208,1.0409055553222926,1.044088705923053,2.3499999046325684,54.810001373291016,98.06763285024157,LC08_L1TP_190041_20250110_20250110_02_RT,True,2197.686707984498,490.21316907572486,LC08,2025-01-10 09:51:16.502000+00:00,True,86ac9a0a-e1e9-4deb-968f-7d9adddcf553,2025-01-13T10:14:42.398296+00:00,A_12,Algeria,9.873843,27.671312,False,Oil and Gas,True,clear,LC09_L1TP_190041_20241201_20241201_02_T1,EPSG:32632,10.0,0.0,585195.0,0.0,-10.0,3062085.0,200,200,112.0,125.0,32.0,44.0,"POLYGON ((9.863627804722906 27.68055668229805, 9.863480895641276 27.66187141704841, 9.884466445352592 27.66173908592484, 9.884616923707897 27.680424246679696, 9.863627804722906 27.68055668229805))","MULTIPOLYGON (((9.880475 27.667454, 9.879756 27.667349, 9.879423 27.667425, 9.879112 27.667491, 9.878576 27.667491, 9.878147 27.667444, 9.877728 27.667615, 9.877599 27.667795, 9.877599 27.667995, 9.877213 27.668489, 9.877138 27.66866, 9.876988 27.668822, 9.876795 27.669211, 9.876559 27.669468, 9.876666 27.669725, 9.876827 27.669858, 9.877203 27.669867, 9.877599 27.67, 9.878039 27.67, 9.878458 27.669943, 9.87879 27.669829, 9.879069 27.669725, 9.879187 27.669306, 9.879509 27.66923, 9.879799 27.669278, 9.880185 27.669116, 9.880164 27.66885, 9.880078 27.66867, 9.880153 27.66848, 9.880368 27.66828, 9.880625 27.668166, 9.880764 27.667985, 9.880764 27.667805, 9.880636 27.667548, 9.880475 27.667454)))",1.0,2025,2025-01,False,test_2023
912b8f15-348a-4802-80ab-ca28026bc095,/media/disk/databases/MARS_CH4/marss2l_20250302/model_data_all/86ac9a0a-e1e9-4deb-968f-7d9adddcf553_912b8f15-348a-4802-80ab-ca28026bc095_s2.npy,/media/disk/databases/MARS_CH4/marss2l_20250302/model_data_all/86ac9a0a-e1e9-4deb-968f-7d9adddcf553_912b8f15-348a-4802-80ab-ca28026bc095_label.npy,/media/disk/databases/MARS_CH4/marss2l_20250302/model_data_all/86ac9a0a-e1e9-4deb-968f-7d9adddcf553_912b8f15-348a-4802-80ab-ca28026bc095_cloudmask.npy,/media/disk/databases/MARS_CH4/marss2l_20250302/model_data_all/86ac9a0a-e1e9-4deb-968f-7d9adddcf553_912b8f15-348a-4802-80ab-ca28026bc095_ch4.npy,A12,-1.4719383601181169,1.284978991416978,1.953912368651728,6.82138781437949,52.8421718350752,97.91442015488676,S2A_MSIL1C_20250109T100401_N0511_R122_T32RNR_20250109T115248,True,1186.9333103511428,354.31531612155925,S2A,2025-01-09 10:04:01+00:00,True,86ac9a0a-e1e9-4deb-968f-7d9adddcf553,2025-01-13T10:16:09.474949+00:00,A_12,Algeria,9.873843,27.671312,False,Oil and Gas,True,clear,S2A_MSIL1C_20241230T100421_N0511_R122_T32RNR_20241230T120144,EPSG:32632,10.0,0.0,585180.0,0.0,-10.0,3062090.0,200,200,114.0,132.0,32.0,32.0,"POLYGON ((9.86367743812014 27.680420965948464, 9.863534068487557 27.662187036092565, 9.884012781082218 27.662057929600387, 9.88415954965902 27.6802917599715, 9.86367743812014 27.680420965948464))","MULTIPOLYGON (((9.880056 27.667178, 9.879917 27.667188, 9.879692 27.667264, 9.879531 27.667359, 9.87938 27.667444, 9.87922 27.667549, 9.878983 27.66772, 9.878865 27.667729, 9.878533 27.667786, 9.878222 27.667786, 9.877975 27.667843, 9.877814 27.668033, 9.87776 27.668385, 9.877557 27.668613, 9.877374 27.668813, 9.877278 27.66906, 9.877213 27.669269, 9.877127 27.669507, 9.877321 27.669678, 9.877664 27.669851, 9.877932 27.669927, 9.878259 27.669875, 9.878597 27.669794, 9.878737 27.669545, 9.878812 27.669269, 9.878812 27.669022, 9.878694 27.668765, 9.878694 27.668499, 9.878844 27.668357, 9.879102 27.668357, 9.87937 27.668395, 9.879509 27.6683, 9.879606 27.668157, 9.879681 27.667986, 9.879788 27.667805, 9.879847 27.667638, 9.87996 27.667552, 9.88011 27.667481, 9.880153 27.667372, 9.88018 27.667248, 9.880056 27.667178)))",1.0000000000000002,2025,2025-01,False,test_2023
d0fe733c-59c8-4c8a-b3a4-b94bda92414e,/media/disk/databases/MARS_CH4/marss2l_20250302/model_data_all/86ac9a0a-e1e9-4deb-968f-7d9adddcf553_d0fe733c-59c8-4c8a-b3a4-b94bda92414e_s2.npy,/media/disk/databases/MARS_CH4/marss2l_20250302/model_data_all/86ac9a0a-e1e9-4deb-968f-7d9adddcf553_d0fe733c-59c8-4c8a-b3a4-b94bda92414e_label.npy,/media/disk/databases/MARS_CH4/marss2l_20250302/model_data_all/86ac9a0a-e1e9-4deb-968f-7d9adddcf553_d0fe733c-59c8-4c8a-b3a4-b94bda92414e_cloudmask.npy,/media/disk/databases/MARS_CH4/marss2l_20250302/model_data_all/86ac9a0a-e1e9-4deb-968f-7d9adddcf553_d0fe733c-59c8-4c8a-b3a4-b94bda92414e_ch4.npy,A12,-0.1271571789104795,3.635448887872061,3.6376719979237655,2.0299999713897705,55.34999847412109,98.99180844360428,LC09_L1TP_190041_20250102_20250102_02_T1,True,815.5083970847338,372.59814757944366,LC09,2025-01-02 09:51:15.484000+00:00,True,86ac9a0a-e1e9-4deb-968f-7d9adddcf553,2025-01-13T10:18:09.683338+00:00,A_12,Algeria,9.873843,27.671312,False,Oil and Gas,True,clear,LC09_L1TP_190041_20241030_20241030_02_T1,EPSG:32632,10.0,0.0,585195.0,0.0,-10.0,3062085.0,200,200,102.0,161.0,31.0,13.0,"POLYGON ((9.863627804722906 27.68055668229805, 9.863480895641276 27.66187141704841, 9.884466445352592 27.66173908592484, 9.884616923707897 27.680424246679696, 9.863627804722906 27.68055668229805))","MULTIPOLYGON (((9.880979 27.668283, 9.88084 27.668471, 9.880679 27.668728, 9.880486 27.668937, 9.880421 27.66907, 9.880335 27.669336, 9.880357 27.669507, 9.880357 27.669782, 9.880389 27.669992, 9.880239 27.67041, 9.880239 27.670647, 9.8804 27.670799, 9.88085 27.670932, 9.881215 27.670685, 9.881355 27.670419, 9.881322 27.670058, 9.881258 27.669801, 9.881086 27.669592, 9.88099 27.669326, 9.881086 27.669184, 9.881204 27.668908, 9.881237 27.668718, 9.881247 27.668499, 9.881151 27.668326, 9.880979 27.668283)))",1.0,2025,2025-01,False,test_2023
